nf_timestamp,emit_lat,emit_long,prod_quant,prod_valor_unit,anomaly_score,idx
-0.8297956845832926,-54.64264950260678,-7.315481964954653,810.7567567567568,-0.3245909528392686,-0.05829670758842964,71971
0.8368277783699137,-54.64264950260678,-7.315481964954653,405.35135135135135,-0.3289220404234841,-0.05419224688169466,71970
-0.8137739551377235,-54.64264950260678,-7.315481964954653,314.1351351351352,-0.3272377285851781,-0.05355823272634941,71964
-0.1463464205194842,-54.64264950260678,-7.315481964954653,1013.4594594594596,-0.329162656400385,-0.050568616094154084,71968
1.0218466471321537,-25.333011408981186,-5.93069420497074,299.1351351351352,-0.2658806544754572,-0.042203301193525666,72083
0.9709253256445431,-43.51449181986202,-4.722266402436673,928.3243243243244,-0.3055822906641001,-0.04164237946423488,56995
-0.7386180391406341,-40.08104938944658,-5.104455919476776,844.5405405405405,-0.3277189605389798,-0.038046398009142446,76440
0.9294773375610466,-40.08104938944658,-5.104455919476776,317.5135135135135,-0.3279595765158807,-0.03756252577684238,76447
-0.8703674875693954,-42.34179257659411,-4.920551653429752,208.70945945945945,-0.2759865255052936,-0.03591547855552657,76339
-0.6194860973437576,-43.51449181986202,-4.722266402436673,202.64864864864865,-0.2993262752646776,-0.03489025437644078,56993
0.9294773375610466,-40.08104938944658,-5.104455919476776,290.8243243243243,-0.3173724735322426,-0.03397252026159181,76444
-0.7386180391406341,-40.08104938944658,-5.104455919476776,337.7837837837838,-0.3178537054860443,-0.03343085821540426,76439
-0.5672426732821664,-42.34179257659411,-4.920551653429752,208.7027027027027,-0.2759865255052936,-0.032738017894359706,76336
-0.3657442995572676,-33.609265098944185,-3.535234898436156,1351.2972972972973,-0.3260346487006738,-0.029457694331209927,62178
0.1159193780099257,-25.333011408981186,-5.93069420497074,310.0810810810811,-0.2658806544754572,-0.02897851089818637,72074
0.0595659708984382,-40.08104938944658,-5.104455919476776,540.4864864864865,-0.3173724735322426,-0.027245134251529413,76448
0.0595659708984382,-40.08104938944658,-5.104455919476776,540.4864864864865,-0.3173724735322426,-0.027245134251529413,76441
0.401698981435686,-39.020332402744245,-4.738681342380153,675.6216216216217,-0.3282001924927816,-0.02477585915739211,73222
-0.3581791454847822,-33.609265098944185,-3.535234898436156,405.35135135135135,-0.3282001924927816,-0.023779285739176537,62209
0.0202430539804201,-42.02342287652491,-3.25095987033482,407.1756756756757,-0.2812800769971126,-0.023761760113875208,46598
0.1159193780099257,-25.333011408981186,-5.93069420497074,236.4324324324324,-0.2839268527430222,-0.02290401734157621,72075
0.1159193780099257,-25.333011408981186,-5.93069420497074,202.64864864864865,-0.2598652550529355,-0.02240003223802345,72076
-0.3116404040944435,-33.609265098944185,-3.535234898436156,405.35135135135135,-0.3282001924927816,-0.021259810687264347,62237
-0.3118218596909767,-33.609265098944185,-3.535234898436156,405.35135135135135,-0.3282001924927816,-0.021259810687264347,62223
0.2950365965327917,-39.020332402744245,-4.738681342380153,675.6216216216217,-0.3282001924927816,-0.02063915804015848,73375
-0.0970570963271374,-39.020332402744245,-4.738681342380153,1123.5945945945946,-0.3289220404234841,-0.02051744416052148,73298
0.0915978475174571,-39.020332402744245,-4.738681342380153,675.6216216216217,-0.3282001924927816,-0.019867762413895873,73281
-0.066935812013105,-39.020332402744245,-4.738681342380153,675.6216216216217,-0.3282001924927816,-0.019011350496937807,73152
-0.8672149034059188,-42.02342287652491,-3.25095987033482,160.0810810810811,-0.3161693936477383,-0.018172820572331272,46587
0.1169682630576674,-39.020332402744245,-4.738681342380153,337.7837837837838,-0.3282001924927816,-0.017862072367132442,73372
-0.6254426944336013,-43.51449181986202,-4.722266402436673,135.0810810810811,-0.2993262752646776,-0.017464416830236584,56992
0.0202430539804201,-42.02342287652491,-3.25095987033482,623.6621621621622,-0.3156881616939365,-0.01718648634522202,46597
0.4446272942033624,-25.333011408981186,-5.93069420497074,168.86486486486487,-0.2839268527430222,-0.016849348950253473,72227
0.4446237092143731,-25.333011408981186,-5.93069420497074,168.86486486486487,-0.2839268527430222,-0.016849348950253473,72186
0.4445039567937127,-25.333011408981186,-5.93069420497074,168.86486486486487,-0.2839268527430222,-0.016849348950253473,72198
0.4445655910274895,-25.333011408981186,-5.93069420497074,168.86486486486487,-0.2839268527430222,-0.016849348950253473,72104
0.4446194348044244,-25.333011408981186,-5.93069420497074,169.0,-0.2658806544754572,-0.016349458966969266,72167
0.4446237092143731,-25.333011408981186,-5.93069420497074,168.72972972972974,-0.2658806544754572,-0.016349458966969266,72199
0.4445535951027947,-25.333011408981186,-5.93069420497074,168.72972972972974,-0.2658806544754572,-0.016349458966969266,72081
0.4445367732313836,-25.333011408981186,-5.93069420497074,169.0,-0.2658806544754572,-0.016349458966969266,72242
0.1160901475815871,-25.333011408981186,-5.93069420497074,168.86486486486487,-0.2839268527430222,-0.015879161669226982,72197
0.1160682239950758,-25.333011408981186,-5.93069420497074,168.86486486486487,-0.2839268527430222,-0.015879161669226982,72102
0.1160781516568922,-25.333011408981186,-5.93069420497074,169.0,-0.2658806544754572,-0.01537992787936926,72144
0.1160803578039626,-25.333011408981186,-5.93069420497074,168.72972972972974,-0.2658806544754572,-0.01537992787936926,72184
-0.1979093860940759,-39.020332402744245,-4.738681342380153,236.4324324324324,-0.3282001924927816,-0.015277196042220997,73243
-0.3120734293990883,-33.609265098944185,-3.535234898436156,270.2162162162162,-0.3282001924927816,-0.014690642336481652,62195
0.2766155442640658,-25.333011408981186,-5.93069420497074,168.86486486486487,-0.2839268527430222,-0.013386367042010017,72220
0.2780048653815952,-25.333011408981186,-5.93069420497074,168.86486486486487,-0.2839268527430222,-0.013386367042010017,72103
