nf_timestamp,emit_lat,emit_long,prod_ncm,prod_quant,prod_valor_unit,prod_valor_total,anomaly_score,idx
0.9958132223419014,0.3268484482996405,0.3180269642517528,0.9609100096091,0.0006387125,4.7292870126899674e-08,0.0024165237848741,-0.02193380889915586,2065189
0.2989275541453793,0.0534352474208663,0.4363549330055087,0.0,2.5e-08,0.0017913965957158,0.0035827931914317,-0.019398360358314104,2064097
0.9958132223419014,0.3268484482996405,0.3180269642517528,0.9608200096082,0.0003703625,6.449027744577228e-08,0.0019107824304407,-0.019288828390770396,2065186
0.9958132223419014,0.3268484482996405,0.3180269642517528,0.9609100096091,0.002963675,3.439481463774521e-09,0.0008154804181721,-0.018760905176355314,2065190
0.0383318765439142,0.2376669089448103,0.5825650715517989,0.902750909027509,1.25e-08,0.0059914186370596,0.0059914186370596,-0.015075426977533946,1988875
0.9958132223419014,0.3268484482996405,0.3180269642517528,0.9608100096081,0.00080925,5.159222195661781e-09,0.0003340080449471,-0.014550353528690163,2065196
0.9958132223419014,0.3268484482996405,0.3180269642517528,0.9609900096099,0.0003703625,2.0063641872018042e-08,0.000594465645026,-0.014025635217202015,2065188
0.0584983503913676,0.2974763935498796,0.5612426596058395,0.9401309094013092,2.1e-06,4.15604010206088e-05,0.0069821473714622,-0.013934493734062192,1988389
0.99631859514529,0.2586911278146172,0.7181744728654293,0.901180109011801,9.2e-06,5.689475587993688e-05,0.0418745403276335,-0.013085909319591083,2058943
0.9718602040619616,0.3638749064224302,0.4287845531512235,0.9022199990222,1.25e-08,0.0094585740253799,0.0094585740253799,-0.012562181495901048,2055270
0.9718602040619616,0.3638749064224302,0.4287845531512235,0.9022199990222,1.25e-08,0.0094585740253799,0.0094585740253799,-0.012562181495901048,2055368
0.2435781990093701,0.0502293275984477,0.4346186119947453,0.9027201190272012,1.25e-08,0.0014312112305948,0.0014312112305948,-0.012038807899443227,2003866
0.9936175432461312,0.2523305156321034,0.5674859147697648,0.901819809018198,1.25e-08,0.002149675914859,0.002149675914859,-0.012038807899443227,2065393
0.0718583900005924,0.6197204759063627,0.3667960522103703,0.0,1.25e-08,0.001862687014639,0.001862687014639,-0.011839413386955933,1633053
0.9658082673899884,0.3638749064224302,0.4287845531512235,0.901819909018199,2.5e-07,0.0002795983144247,0.0055919672916777,-0.010993122430049018,2055366
0.91432561730403,0.0752069189082627,0.4363657453693612,0.8702100087021,1.25e-08,0.0022929876425163,0.0022929876425163,-0.010470810078430315,1919377
0.914309629503137,0.0752069189082627,0.4363657453693612,0.8702100087021,1.25e-08,0.0022929876425163,0.0022929876425163,-0.010470810078430315,1919384
0.9143303028377616,0.0752069189082627,0.4363657453693612,0.8702100087021,1.25e-08,0.0022929876425163,0.0022929876425163,-0.010470810078430315,1919439
0.9143331204898004,0.0752069189082627,0.4363657453693612,0.8702100087021,1.25e-08,0.0022929876425163,0.0022929876425163,-0.010470810078430315,1919516
0.9143225463798998,0.0752069189082627,0.4363657453693612,0.8702100087021,1.25e-08,0.0022929876425163,0.0022929876425163,-0.010470810078430315,1919517
